identifier,collection,abstract,authors,subject,title
251,0703: Rosanna Blake Collection,Carte de visite of Confederate General Braxton Bragg. No backprint. No backprint.,,"Subject Terms: Civil War, 1861-1865 Confederate States of America  Studio: Unknown People: Bragg, Braxton ",Braxton Bragg Carte de visite
252,0703: Rosanna Blake Collection,"Carte de visite of Confederate General John C. Breckinridge. Back stamp reads ""Published by Bendann Bros. Baltimore"" Back stamp reads ""Published by Bendann Bros. 205 Baltimore St. Baltimore Copyright secured. Bottom of back of card stamped ""Jas. S. Waters Balto.""",,"Subject Terms: Civil War, 1861-1865 Confederate States of America  Studio: Bendann Bros. People: Breckinridge, John C. ",John C. Breckinridge Carte de visite
253,0703: Rosanna Blake Collection,Carte de visite of Confederate General Simon Bolivar Buckner.,,"Subject Terms: Civil War, 1861-1865 Confederate States of America  Studio: Chas. Magnus People: Buckner, Simon Bolivar (1823-1914) ",Simon Bolivar Buckner Carte de visite
254,0703: Rosanna Blake Collection,Carte de visite of Confederate Naval officer Franklin Buchanan. Probably from a Matthew Brady photograph. No backprint,,"Subject Terms: Civil War, 1861-1865 Confederate States of America Confederate States Navy  Studio: Chas. Magnus People: Buchanan, Franklin (1800-1874) ",Franklin Buchanan Carte de visite
255,0703: Rosanna Blake Collection,"Carte de visite of Winfield S. Jones, made in San Franscisco. He was the owner of the lock of hair of Robert E. Lee. See other items numbered 2006.0703.175 b, c and d for associated items. (This is the man who obtained the lock of Robert E. Lee's hair from his cousin, the daughter of Lee. He gave the lock to Mrs. Bettie Whittle of Norfolk, Va. )",,"Subject Terms:  History Studio: Addis & Koch People: Lee, Robert E. (Robert Edward), 1807-1870 Jones, Winfield S. Whittle, mrs. Bettie ","Carte de visite of Winfield S. Jones, made in San Francisco"
256,0703: Rosanna Blake Collection,"Color print of the seizure of Confederate Commissioners Mason and Slidell aboard the British Ship Trent. This print was printed in Berlin by Jsidor (Isodor) Rocca. The incident depicted took place November 8, 1861 when the US San Jacinto commanded by Capt. Charles Wilkes stopped the British Ship Trent, and seized Confederate Commisioners James Mason and John Slidell. The incident almost caused war with Britain. The two were freed the following month.",,"Subject Terms: Civil War, 1861-1865 USS San Jacinto RMS Trent The Trent Affair Confederate States of America Ships Naval operations Naval prints People: Mason, James Slidell, John Wilkes, Charles Rocca, Isodor ",Seizure of Confederate Commissioners Mason and Slidell aboard the Trent.
257,0703: Rosanna Blake Collection,"Currier & Ives Lithograph, ""The last ditch of the chivalry, or a president in petticoats,"" 1865, b&w. caption says entered a.o.c. by Currier & Ives, 1865, and published by Currier & Ives",,"Subject Terms: Civil War, 1861-1865 Confederate States of America ""The Last Ditch of Chivalry"" ""President in Petticoats"" Currier & Ives Caricatures Civil War, 1861-1865 Presidents Studio: Pub. by Currier & Ives People: Davis, Jefferson, 1808-1889 ","Currier & Ives Lithograph,""The last ditch of the chivalry, or a president in petticoats"""
258,0703: Rosanna Blake Collection,"Front page from the ""New York Herald"" of Apr. 15, 1865, announcing assassination of Abraham Lincoln. Masthead states #10459",,"Subject Terms: Civil War, 1861-1865 Presidents Assassinations People: Lincoln, Abraham (1809-1865) ","Front page from the ""New York Herald"" of Apr. 15, 1865, announcing assassination of Abraham Lincoln."
259,0703: Rosanna Blake Collection,"Issued by the Assistant Quartermaster's Dept. at Oxford, Miss., for ""travellers"" on the Mississippi Co. Railroad from Oxford to Grenada, Miss., 1865 Signed by W. G. Avent, Capt and QM (quartermaster) regiment not given.",,"Subject Terms: Civil War, 1861-1865 Confederate States of America Oxford, Miss. Grenada, Miss. Mississippi Railroad travel People: Avent, W. G. ","Issued by the Assistant Quartermaster's Dept. at Oxford, Miss., for ""travellers"" on the Mississippi Co. Railroad from Oxford to Grenada, Miss., 1865"
260,0703: Rosanna Blake Collection,"Oil painting on canvas of unidentified Confederate soldier, col. Soldier is 1st Lieutenant, probably CS infantry, coat is officer's frock coat, popular in deep south: Ala, Miss, La, etc.",,"Subject Terms: Civil War, 1861-1865 Confederate States of America Confederate States Army Soldiers People: Unidentified Confederate ","Oil painting on canvas of unidentified Confederate soldier, Oil painting on canvas of unidentified Confederate soldier"
261,0703: Rosanna Blake Collection,Painting on small wooden block of battle between the Monitor and the Merrimac in 1862. This was purportedly painted at the end of the Civil War.,,"Subject Terms: Civil War, 1861-1865 Monitor and Merrimac Monitor Merrimac Naval warfare Battleships ",Painting on small wooden block of battle between the Monitor and the Merrimac
262,0099: Cabell-Wayne Historical Society Collection,"Fort Sumter, February, 1865, Interior of the gorge-central bombproof, 18.5x12.5cm Fort Sumter as it was during the War, showing the effects of the bombardment by Maj. John Johnson, Engineer at Fort Sumter Publisher: Walker, Evans & Cogswell Co.,Charleston, S.C. Compliments of J. F. Weruer, Sullivans Island, S.C. Sergent Charles E. Walker, Battery M. 1 artillery, Sullevans Island, South Carlina Towards the end of 1865, the interior of the Fort began to present a more orderly appearance. Repairs and improvements were resumed, after the third great bombardment, lasting sixty consecutive days and nights. The locality is over ""central bomb-prood,"" but without flag staff, that having been placed elsewhere in the Fort. The ""central bomb-proof,"" and other quarters, completely sheltered by the indestructible gorge, have been finished with trim ranks of gabions sustaining steep slopes of earthwork and sand. As no very heavy bombardments occured after this time, the appearance of the Fort, in this region, continued unchanged on to the date of its evacuation, in February, 1968.",,,"Fort Sumter, February, 1865, Interior of the gorge-central bombproof"
263,0099: Cabell-Wayne Historical Society Collection,"Fort Sumter, February, 1865, View from southwestern angle and the gorge, 18.5x12.5cm Fort Sumter as it was during the War, showing the effects of the bombardment by Maj. John Johnson, Engineer at Fort Sumter Publisher: Walker, Evans & Cogswell Co.,Charleston, S.C. Compliments of J. F. Weruer, Sullivans Island, S.C. Sergent Charles E. Walker, Battery M. 1 artillery, Sullevans Island, South Carlina The exterior of the Gorge, the interior view with the western or city-front of the Fort. This illustration is from a photograph taken soon after the evacuation, which accounts for the ""look-out station,"" seen over the crest of the gorge. It was erected by the Union authorities, and though apparently on the gorge, was really at the eastern angle of the Fort, entirely accross its area, and nearly oppostie Fort Moultrie. The shoal in the foreground was bare only at low water. The original height of the Fort, forty feet, carefully preserved in at least one place, all through its destructive bombardments, is seen at its south-western angle. The exterior slope of the gorge was practicable for assualt during most of the years '63 and '64, and in fact up to the end; and it was necessary to place obstructions on it every night, and take them in before daylight every morning. Some of the iron rods, carrying wire entanglements, have been left, and appear on the crest of the gorge.",,,"Fort Sumter, February, 1865, View from southwestern angle and the gorge"
264,0099: Cabell-Wayne Historical Society Collection,"Fort Sumter, February,1865, elevations and sections, 18.5x12.5cm Fort Sumter as it was during the War, showing the effects of the bombardment by Maj. John Johnson, Engineer at Fort Sumter Publisher: Walker, Evans & Cogswell Co.,Charleston, S.C. Compliments of J. F. Weruer, Sullivans Island, S.C. Sergent Charles E. Walker, Battery M. 1 artillery, Sullevans Island, South Carlina The dotted lines show original structure of the Fort, the other drawing showing how it was battered down and earth works built up to protect the Fort. These two sections are introduced the upper one to show the greatest, the lower one to show the least destruction of the original brick Fort Sumter. The dotted lines indicate where the upper half of the east or sea-face once stood; and the earth-work below indicates the covering necessary to protect the new quarter, drawn far back within the lines of the old casemates and barracks. The lower sectional view shows the greater part of the western wall and casemates, the south-western stair-tower, and a small chamber used for a magazine. The massive covering of earth rose above eight feet above the brick wrok. Thos illustrion, from which these views have been copied and reduced, are from the work entitled: ""THE DEFENSE OF CHARLESTON HARBOR, 1863-1865, ""by JOHN JOHNSON, formerly Major of Confederate Engineers, published by Walker, Evans & Cogswell, Charleston, S.C. 1890.",,,"Fort Sumter, February,1865, elevations and sections"
265,0096: Nimrod Mason Papers,"Appointment of Nimrod Mason as 1st Lieutenant in the 7th WVa Cavalry (US), May 15, 1865. Signed by J.A.J. Lightburn, Brig Gen.",,"People: Mason, Nimrod Lightburn, J.A.J. Subject Terms: Civil War, 1861-1865; 7th West Virginia Cavalry; US Army; United States Military; United States Army; West Virginia Governors; West Virginia military units","Appointment of Nimrod Mason as 1st Lieutenant in the 7th WVa Cavalry (US), May 15, 1865"
266,0227: Marshall University Regional Photograph Collection,"George Peabody, London-based banker and philanthropist., col. George Peabody was a London-based banker and philanthropist. Disderi was the inventor of the cdv, and brought it to America, late 1850's. On 27 November 1854 he patented the cdv.",,"Subject Terms: United States—History—Civil War, 1861-1865 Photographers Philanthropists  Studio: Disderi People:Peabody, George (1795-1869) Disderi, André-Adolphe-Eugène ","George Peabody, London-based banker and philanthropist"
267,0227: Marshall University Regional Photograph Collection,"Louis-Napoléon Bonaparte (20 April 1808 – 9 January 1873), Napoleon III, col. Napoleon III was supposedly the subject of the first cdv made by Disderi.",,"Subject Terms: France Napoleon Emperors  Studio: Neurdein People:Napoleon III Bonaparte, Louis-Napoleon ",Napoleon III of France
268,0227: Marshall University Regional Photograph Collection,"Marie Joseph Louise Adolphe Thiers, French politician and prime minister, col. Disderi was the inventor of the cdv, and brought it to America, late 1850's. On 27 November 1854 he patented the cdv.",,"Subject Terms: France Photographers  Studio: Disderi People:Thiers, Louis Adolphe (1797-1877) Disderi, André-Adolphe-Eugène ","Louis Adolphe Thiers, French politician, prime minister"
269,0703: Rosanna Blake Collection,"""Lieut. Gen. Thomas Jackson and Family"", printed in 1866, b&w mounted on heavy mat Entered Act of Congress 1866 by William Sartain. Published by Bradley & Co., Philadelphia Engraved by william Sartain",,"Subject Terms: Civil War, 1861-1865 Confederate States of America Families People: Jackson, Thomas Jonathan ""Stonewall"" Jackson, Mary Ann Jackson, Julia ","Thomas J. ""Stonewall"" jackson and family, printed in 1866"
270,0703: Rosanna Blake Collection,"Lithograph of Lewis Cass, ca. 1866. Matted, in probably original frame. Cass died in 1866. He was Governor of Michigan territory. spokesman for the Doctrine of Popular Sovereignty",,"Subject Terms: War of 1812 Popular Sovereignty Secretary of War Governors Studio: Engraved by J. C. Buttre People: Cass, Lewis ","Lithograph of Lewis Cass, ca. 1866."
271,0227: Marshall University Regional Photograph Collection,"Queen Victoria of England, 1866, col. backprint reads: patentees and sole proprietors of Wothlytype, and United Association of Photography, Ltd",,Subject Terms: Queen Victoria England Queens  Studio: Wothlytype ,"Queen Victoria of England, 1866"
272,0227: Marshall University Regional Photograph Collection,"King Charles of Württemberg, Karl von Württemberg, 3rd king of Wurttemberg, a member of the Russian imperial family, 1866, col. Back reads: Charles, King of Wurttemberg, Stuttgart, Aug, 24, 1866? On 25 June 1864, after the death of his father, Charles acceded the throne and became the third king of Württemberg, making Olga the fourth queen of Württemberg. The new king was enthroned on 12 July 1864.",,"Subject Terms: King Charles of Wurttemberg Russian imperial family   Studio: Carl Buchner People:von Wurttemberg, Carl ","Karl von Wurttemberg, King Charles of Wurttemberg, 1866"
273,0227: Marshall University Regional Photograph Collection,"Olga Nikolaevna of Russia, Queen Olga of Württemberg, a member of the Russian imperial family, 1866, col. Back reads: Grand Duchess of Russia., Aug, 26, 1866? She was a member of the Russian imperial family On 25 June 1864, after the death of his father, Charles acceded the throne and became the third king of Württemberg, making Olga the fourth queen of Württemberg. The new king was enthroned on 12 July 1864.",,"Subject Terms: Queen Olga of Wurttemberg Russian imperial family   Studio: Carl Buchner People:Nikolaevna, Olga ","Olga Nikolaevna of Russia, Queen Olga of Württemberg, 1866"
